player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
Steven Nzonzi,FRA,MF,30000000.0,midfield - Defensive Midfield,right,La Liga,27.0,26.0,2216.0,1.0,1.0,1.9,1.9,1.6,24.6,21.0,5.0,1601.0,1839.0,28536.0,696.0,785.0,747.0,832.0,14.0,168.0,7.0,133.0,1823.0,1.0,337.0,1480.0,1507.0,3.0,37.0,17.0,45.0,43.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,3.0,79.0,50.0,2029.0,1305.0,316.0,37.0,2013.0,12.0,18.0,13.0,0.0,1494.0,6785.0,2907.0,1557.0,1479.0,15.0,7.0,14.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,4
Maurício,BRA,DF,1000000.0,Defender - Centre-Back,right,Serie A,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,89.0,40.0,72.0,1.89,63.3,18.9,0.5,0.0,0
Guido Pizarro,ARG,MF,7500000.0,midfield - Defensive Midfield,right,La Liga,24.0,19.0,1755.0,1.0,0.0,0.6,0.6,0.8,19.5,12.0,3.0,1043.0,1227.0,19422.0,386.0,449.0,571.0,630.0,7.0,88.0,3.0,84.0,1200.0,1.0,222.0,989.0,982.0,3.0,15.0,28.0,19.0,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100.0,34.0,1421.0,927.0,174.0,20.0,1397.0,15.0,21.0,18.0,2.0,1004.0,5391.0,2685.0,983.0,949.0,13.0,17.0,26.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,3
Sandro Ramírez,ESP,"FW,MF",10000000.0,attack - Centre-Forward,right,La Liga,13.0,7.0,721.0,0.0,1.0,2.3,2.3,0.5,8.0,25.0,10.0,204.0,262.0,3292.0,106.0,120.0,80.0,100.0,7.0,7.0,8.0,17.0,248.0,1.0,44.0,202.0,209.0,0.0,4.0,7.0,22.0,10.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,2.0,44.0,61.0,130.0,54.0,69.0,11.0,125.0,4.0,6.0,4.0,0.0,93.0,513.0,168.0,171.0,98.0,15.0,6.0,7.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,3
Sergio Rico,ESP,GK,12000000.0,Goalkeeper,right,La Liga,24.0,23.0,2157.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,338.0,512.0,10316.0,65.0,67.0,154.0,163.0,0.0,3.0,0.0,0.0,378.0,0.0,61.0,242.0,346.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,2.0,2.0,2.0,483.0,0.0,0.0,0.0,0.0,344.0,1612.0,771.0,243.0,240.0,0.0,0.0,3.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,3
Pablo Sarabia,ESP,"FW,MF",20000000.0,attack - Right Winger,left,La Liga,34.0,27.0,2394.0,6.0,5.0,6.6,6.6,5.8,26.6,58.0,27.0,840.0,1155.0,13894.0,422.0,519.0,341.0,437.0,46.0,53.0,52.0,125.0,1058.0,4.0,185.0,830.0,215.0,7.0,32.0,44.0,84.0,61.0,7.0,6.0,3.0,10.0,6.0,1.0,1.0,2.0,125.0,160.0,1477.0,656.0,723.0,113.0,1381.0,22.0,38.0,24.0,0.0,1104.0,6658.0,4002.0,1304.0,1028.0,65.0,35.0,42.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,4
David Soria,ESP,GK,4000000.0,Goalkeeper,right,La Liga,15.0,15.0,1263.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,196.0,284.0,5989.0,34.0,37.0,85.0,90.0,0.0,3.0,0.0,0.0,214.0,0.0,35.0,133.0,209.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,371.0,2.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,191.0,833.0,501.0,136.0,136.0,0.0,0.0,1.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,2
Franco Vázquez,ARG,MF,7500000.0,midfield - Attacking Midfield,left,La Liga,30.0,22.0,1831.0,4.0,4.0,6.1,6.1,4.9,20.3,56.0,12.0,662.0,908.0,10808.0,331.0,425.0,258.0,340.0,41.0,62.0,28.0,86.0,886.0,0.0,150.0,673.0,105.0,16.0,27.0,36.0,76.0,64.0,2.0,4.0,4.0,7.0,6.0,1.0,0.0,8.0,111.0,150.0,1187.0,603.0,550.0,120.0,1174.0,35.0,46.0,35.0,4.0,961.0,5734.0,3092.0,1088.0,897.0,41.0,53.0,61.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,3
Lassana Coulibaly,MLI,MF,1250000.0,midfield - Central Midfield,right,Ligue 1,20.0,8.0,839.0,1.0,1.0,1.3,1.3,0.7,9.3,15.0,4.0,247.0,315.0,4009.0,124.0,152.0,92.0,108.0,9.0,16.0,10.0,31.0,313.0,0.0,65.0,252.0,273.0,0.0,12.0,15.0,26.0,14.0,3.0,4.0,4.0,6.0,1.0,0.0,0.0,3.0,48.0,30.0,434.0,234.0,157.0,29.0,433.0,11.0,25.0,11.0,1.0,320.0,2385.0,1274.0,346.0,294.0,12.0,9.0,20.0,9.0,42.0,-10.0,41.0,1.08,45.6,1.6,0.04,0.0,1
Axel Tuanzebe,ENG,FW,1000000.0,Defender - Centre-Back,right,Premier League,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,0
Nicolas Cozza,FRA,"DF,MF",1000000.0,Defender - Centre-Back,left,Ligue 1,9.0,7.0,578.0,1.0,2.0,0.2,0.2,0.1,6.4,6.0,1.0,225.0,317.0,4423.0,79.0,101.0,113.0,144.0,3.0,31.0,5.0,36.0,273.0,0.0,52.0,185.0,46.0,3.0,6.0,15.0,11.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,34.0,11.0,392.0,199.0,110.0,9.0,350.0,8.0,15.0,8.0,1.0,245.0,2479.0,1704.0,228.0,218.0,6.0,10.0,6.0,11.0,36.0,3.0,51.0,1.34,42.4,0.7,0.02,0.0,0
Marvin Compper,GER,DF,1000000.0,Defender - Centre-Back,left,Bundesliga,2.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,61.0,1193.0,15.0,15.0,31.0,34.0,0.0,4.0,0.0,5.0,61.0,0.0,8.0,44.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,33.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,42.0,231.0,71.0,43.0,42.0,0.0,0.0,0.0,15.0,57.0,4.0,53.0,1.56,54.3,8.6,0.25,0.0,0
Jordan Marié,FRA,MF,1250000.0,midfield - Central Midfield,right,Ligue 1,27.0,21.0,1885.0,1.0,0.0,1.0,1.0,0.8,20.9,21.0,2.0,753.0,921.0,15591.0,281.0,329.0,315.0,374.0,14.0,69.0,9.0,58.0,911.0,2.0,124.0,684.0,771.0,4.0,20.0,16.0,34.0,29.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,6.0,107.0,64.0,1146.0,694.0,225.0,17.0,1138.0,12.0,18.0,12.0,0.0,729.0,3215.0,1611.0,800.0,712.0,14.0,21.0,16.0,13.0,55.0,-18.0,48.0,1.26,42.9,-26.3,-0.69,0.0,1
Daniel Carriço,POR,DF,1000000.0,Defender - Centre-Back,right,La Liga,6.0,5.0,461.0,0.0,0.0,0.2,0.2,0.0,5.1,2.0,0.0,207.0,243.0,4457.0,67.0,71.0,102.0,115.0,0.0,12.0,1.0,13.0,238.0,0.0,33.0,171.0,175.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,282.0,111.0,11.0,4.0,277.0,0.0,0.0,0.0,0.0,170.0,1020.0,427.0,158.0,157.0,0.0,0.0,0.0,17.0,49.0,-9.0,58.0,1.53,56.5,1.3,0.03,0.0,0
Steven Fortes,CPV,DF,1000000.0,Defender - Centre-Back,right,Ligue 1,2.0,1.0,155.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,60.0,77.0,1462.0,10.0,12.0,39.0,46.0,0.0,13.0,0.0,12.0,76.0,0.0,7.0,50.0,59.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,89.0,52.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,55.0,385.0,212.0,44.0,43.0,1.0,1.0,0.0,9.0,38.0,-16.0,37.0,0.97,46.0,-7.2,-0.19,0.0,0
